FCK,FF,2021,1
WOB,OG,2021,1
OG,SGE,2021,1
SGE,AH,2021,1
AH,BMG,2021,1
BVB,ET,2021,1
RBL,JN,2021,1
JN,FCB,2021,1
BMG,MRO,2021,1
MRO,BVB,2021,1
FCB,HF,2021,1
JM,RBL,2021,1
BSC,PD,2021,1
WOB,MVB,2021,1
BSC,FM,2022,1
DT,RBL,2021,1
WOB,FK,2021,1
FK,WOB,2022,1
ARB,FKR,2022,1
BSC,TK,2021,1
TK,BSC,2022,1
